bill_id,short_title,sponsor,co_sponsors,floor_sponsor,last_action,last_action_owner,subjects,num_substitutes,substitute_sponsors,active_version,subjects_changed,committees,money_appropriated,originating_chamber,final_chamber,sponsor_id,session_year,session_id
HB0408,Tax Credits for Education Financing,HANDYSG,None,,House/ filed,House file for bills not passed,Education; Energy; Income Tax; Revenue and Taxation,0,None,HB0408,False,,None,House,,HANDYSG,2016,2016GS
HB0409,Short-term Rental Amendments,KNOTWJ,None,,House/ filed,House file for bills not passed,Business; Landlord - Tenant,0,None,HB0409,False,House Business and Labor Committee,None,House,,KNOTWJ,2016,2016GS
HB0410,Military Tuition Waiver Amendments,ODAC,None,KNUDSPC,House/ filed,House file for bills not passed,Education; Higher Education,0,None,HB0410,False,Senate Education Committee; House Government Operations Committee,None,House,,ODAC,2016,2016GS
HB0411,Utah Medicaid Reform Amendments,SPENDRM,None,,House/ filed,House file for bills not passed,Health; Health Care; Medicaid,0,None,HB0411,False,House Business and Labor Committee,None,House,,SPENDRM,2016,2016GS
HB0412,Vote by Mail Changes,ELIASS,None,,House/ filed,House file for bills not passed,Elections; Government Operations (State Issues),0,None,HB0412,False,House Government Operations Committee,None,House,,ELIASS,2016,2016GS
HB0413,Falconry Amendments,PETERJA,None,,House/ filed,House file for bills not passed,Government Operations (State Issues),0,None,HB0413,False,"House Natural Resources, Agriculture, and Environment Committee",None,House,,PETERJA,2016,2016GS
HB0414,Zoning Amendments,CHRISFL,None,,House/ filed,House file for bills not passed,Political Subdivisions (Local Issues); Municipal Government,0,None,HB0414S01,False,House Political Subdivisions Committee,None,House,,CHRISFL,2016,2016GS
HB0415,Motor Vehicle Accident Cost Recovery,ANDERJ,None,HINKIDP,House/ filed,House file for bills not passed,Motor Vehicles; Transportation,0,None,HB0415S01,False,House Transportation Committee,None,House,,ANDERJ,2016,2016GS
HB0416,Driver License for Youths in Foster Care,ANDERJ,None,THATCDW,House/ filed,House file for bills not passed,Foster Care; Division of Child and Family Services; Driver License,0,None,HB0416,False,House Transportation Committee,None,House,,ANDERJ,2016,2016GS
HB0417,Vote by Mail Revisions,DAWBM,None,DAYTOM,House/ filed,House file for bills not passed,Elections; Government Operations (State Issues),0,None,HB0417S01,False,House Government Operations Committee,None,House,,DAWBM,2016,2016GS
HB0418,Economic Revitalization and Investment Modifications,EDWARRP,None,,House/ filed,House file for bills not passed,Economic Development; Business Development,0,None,HB0418S01,False,House Business and Labor Committee,None,House,,EDWARRP,2016,2016GS
HB0419,Education Licensing Amendments,IVORYK,None,,House/ filed,House file for bills not passed,Education; Public Education; School Personnel; State Board of Education,0,None,HB0419S02,False,House Education Committee,None,House,,IVORYK,2016,2016GS
HB0420,Unmanned Vehicle Amendments,LIFFEDE,None,HINKIDP,House/ filed,House file for bills not passed,Emergency Management; Law Enforcement and Criminal Justice; Public Safety; Government Operations (State Issues),0,None,HB0420S01,False,House Public Utilities and Technology Committee,None,House,,LIFFEDE,2016,2016GS
HB0421,Insurance Changes,DUNNIJA,None,BRAMBCS,Governor Signed,Lieutenant Governor's office for filing,"Insurance, Health; Insurance; Insurance Department; Life Insurance and Annuities; Business",0,None,HB0421,False,Senate Business and Labor Committee; House Business and Labor Committee,None,House,,DUNNIJA,2016,2016GS
HB0422,Common Area Assessment Amendments,FROERG,None,HILLYLW,House/ filed,House file for bills not passed,Counties; Business; Real Estate; Revenue and Taxation,0,None,HB0422,False,Senate Business and Labor Committee; House Revenue and Taxation Committee,None,House,,FROERG,2016,2016GS
HB0423,Implementing Federal Education Program Amendments,LIFFEDE,None,ADAMSJS,House/ filed,House file for bills not passed,Education; School Finance,0,None,HB0423,False,House Education Committee,None,House,,LIFFEDE,2016,2016GS
HB0424,Coordination of Health Insurance Benefit Amendments,THURSNK,None,HENDEDM,Governor Signed,Lieutenant Governor's office for filing,"Insurance, Health; Health",0,None,HB0424S01,False,House Retirement and Independent Entities Committee; Senate Health and Human Services Committee,None,House,,THURSNK,2016,2016GS
HB0425,Political Activities Amendments,DAWBM,None,,House/ filed,House file for bills not passed,Elections; Government Operations (State Issues); Campaign Finance,0,None,HB0425,False,House Government Operations Committee,None,House,,DAWBM,2016,2016GS
HB0426,Child Support Regarding Rape Offenders,SPENDRM,None,,House/ filed,House file for bills not passed,Child Support; Judiciary; Victims' Rights,0,None,HB0426,False,House Judiciary Committee,None,House,,SPENDRM,2016,2016GS
HB0427,Private Security Amendments,PERRYLB,None,,House/ filed,House file for bills not passed,Occupations and Professions; Criminal Code; Law Enforcement and Criminal Justice,0,None,HB0427,False,House Law Enforcement and Criminal Justice Committee,None,House,,PERRYLB,2016,2016GS
HB0428,Local Government Bonding Amendments,SAGERD,None,BRAMBCS,Governor Signed,Lieutenant Governor's office for filing,Bonds; Local Governments; Government Operations (State Issues),0,None,HB0428S02,False,Senate Government Operations and Political Subdivisions Committee; House Revenue and Taxation Committee,None,House,,SAGERD,2016,2016GS
HB0429,Specie Legal Tender Amendments,COXFC,None,JENKISK,House/ filed,House file for bills not passed,Budgeting; Government Operations (State Issues),0,None,HB0429,False,House Business and Labor Committee,None,House,,COXFC,2016,2016GS
HB0430,Hole in the Rock State Park Designation,STRATKJ,None,DAYTOM,House/ filed,House file for bills not passed,State Lands; Natural Resources,0,None,HB0430,False,"House Natural Resources, Agriculture, and Environment Committee",None,House,,STRATKJ,2016,2016GS
HB0431,Affordable Housing Revisions,EDWARRP,None,WEILET,Governor Signed,Lieutenant Governor's office for filing,Economic Development; Housing and Community Development,0,None,HB0431,False,House Economic Development and Workforce Services Committee,None,House,,EDWARRP,2016,2016GS
HB0432,Governmental Nonprofit Entity Compliance Amendments,COLEMK,None,,House/ filed,House file for bills not passed,Public Funds and Accounts; Charities; Government Operations (State Issues),0,None,HB0432S01,False,House Revenue and Taxation Committee,None,House,,COLEMK,2016,2016GS
HB0433,Minimum School Program Amendments,CUTLEBR,None,MILLNA,House/ filed,House file for bills not passed,Education; Public Education; School Finance; State Board of Education,0,None,HB0433,False,House Education Committee,None,House,,CUTLEBR,2016,2016GS
HB0434,Law Enforcement Officer Investigation Amendments,RAYP,None,,House/ filed,House file for bills not passed,Peace Officer; Offenses; Law Enforcement and Criminal Justice,0,None,HB0434,False,House Law Enforcement and Criminal Justice Committee,None,House,,RAYP,2016,2016GS
HB0435,Teacher Salary Supplement Amendments,CHRISKJ,None,,House/ filed,House file for bills not passed,Education; School Finance; School Personnel,0,None,HB0435S01,False,,None,House,,CHRISKJ,2016,2016GS
HB0436,Housing and Homeless Reform Initiative,GIBSOFD,None,WEILET,Governor Signed,Lieutenant Governor's office for filing,Housing and Community Development; Workforce Services; Homeless Persons,0,None,HB0436S03,False,House Economic Development and Workforce Services Committee; Senate Health and Human Services Committee,"This bill appropriates:<hr><ltbullet>to the General Fund Restricted -- Homeless to Housing Reform Restricted Account, as a one-time appropriation:<hr><ltbullet1>from the General Fund, $2,500,000; and<hr><ltbullet1>from Federal Funds, $2,250,000;<hr><ltbullet>to the General Fund Restricted -- Homeless to Housing Reform Restricted Account, as an ongoing appropriation:<hr><ltbullet1>from the General Fund, $4,500,000;<hr><ltbullet>to the Department of Workforce Services -- Housing and Community Development, as a one-time appropriation:<hr><ltbullet1>from the General Fund Restricted -- Homeless to Housing Reform Restricted Account, $4,750,000; and<hr><ltbullet>to the Department of Workforce Services -- Housing and Community Development, as an ongoing appropriation:<hr><ltbullet1>from the General Fund Restricted -- Homeless to Housing Reform Restricted Account, $4,500,000.",House,,GIBSOFD,2016,2016GS
HB0437,Health Care Revisions,DUNNIJA,None,CHRISAM,Governor Signed,Lieutenant Governor's office for filing,Health; Medicaid,0,None,HB0437S03,False,House Business and Labor Committee; Senate Health and Human Services Committee,"This bill appropriates $2,508,500 ongoing General Fund from other programs to the Medicaid Expansion Fund and makes changes to other funds.",House,,DUNNIJA,2016,2016GS
HB0438,Amendments to Election Law,DRAXLJR,None,DAYTOM,House/ filed,House file for bills not passed,Elections; Government Operations (State Issues),0,None,HB0438,False,House Government Operations Committee,None,House,,DRAXLJR,2016,2016GS
HB0439,Retirement Amendments for Felony Conviction,MCCAYD,None,WEILET,Governor Signed,Lieutenant Governor's office for filing,Retirement; State Officers and Employees,0,None,HB0439,False,"Senate Natural Resources, Agriculture, and Environment Committee; House Revenue and Taxation Committee",None,House,,MCCAYD,2016,2016GS
HB0440,Suicide Prevention and Gun Data Study,KINGBS,None,BRAMBCS,Governor Signed,Lieutenant Governor's office for filing,Controlled Substances; Health; Mental Health; Weapons,0,None,HB0440S01,False,House Law Enforcement and Criminal Justice Committee,None,House,,KINGBS,2016,2016GS
HB0441,Child Placement Amendments,PETERJA,None,WEILET,House/ filed,House file for bills not passed,Children; Family; Division of Child and Family Services; Child Welfare,0,None,HB0441S01,False,House Judiciary Committee,None,House,,PETERJA,2016,2016GS
HB0442,Abortion Amendments,ODAC,None,,House/ filed,House file for bills not passed,Abortion,0,None,HB0442,False,House Health and Human Services Committee,None,House,,ODAC,2016,2016GS
HB0443,School Dropout Prevention and Recovery,GIBSOFD,None,MILLNA,Governor Signed,Lieutenant Governor's office for filing,Education; Public Education,0,None,HB0443S01,False,House Education Committee,None,House,,GIBSOFD,2016,2016GS
HB0444,Code of Criminal Procedure Amendments,COLEMK,None,HENDEDM,House/ filed,House file for bills not passed,Controlled Substances; Criminal Code; Offenses; Law Enforcement and Criminal Justice,0,None,HB0444,False,House Judiciary Committee,None,House,,COLEMK,2016,2016GS
HB0445,State School Board Amendments,GIBSOFD,None,HENDEDM,Governor Signed,Lieutenant Governor's office for filing,Education; Public Education; State Board of Education,0,None,HB0445,False,House Education Committee,None,House,,GIBSOFD,2016,2016GS
HB0446,Statewide Homeless Services and Affordable Housing Amendments,ELIASS,None,,House/ filed,House file for bills not passed,Human Services; Homeless Persons,0,None,HB0446,False,House Political Subdivisions Committee,None,House,,ELIASS,2016,2016GS
HB0447,Student Residence Amendments,OWENSD,None,,House/ filed,House file for bills not passed,Education; Public Education,0,None,HB0447,False,,None,House,,OWENSD,2016,2016GS
HB0448,Airport Fee Amendments,OWENSD,None,VICKEEJ,Governor Signed,Lieutenant Governor's office for filing,Aeronautics; Transportation,0,None,HB0448,False,House Transportation Committee,None,House,,OWENSD,2016,2016GS
HB0449,Inmate Education Amendments,WHEATMA,None,,House/ filed,House file for bills not passed,Department of Health; Department of Corrections; Law Enforcement and Criminal Justice,0,None,HB0449,False,,None,House,,WHEATMA,2016,2016GS
HB0450,Avalanche Training and Prevention Amendments,PERRYLB,None,,House/ filed,House file for bills not passed,Motor Vehicles; Transportation; Off-highway Vehicles,0,None,HB0450,False,,None,House,,PERRYLB,2016,2016GS
HB0451,Solar Access Protection Amendments,SNOWVL,None,,House/ filed,House file for bills not passed,Housing and Community Development; Political Subdivisions (Local Issues); Municipal Government; Townships,0,None,HB0451S01,False,House Public Utilities and Technology Committee,None,House,,SNOWVL,2016,2016GS
HB0452,Veterans' and Military Affairs Commission Amendments,RAYP,None,KNUDSPC,Governor Signed,Lieutenant Governor's office for filing,"Veterans' Affairs; Military Services; Legislative Affairs; Committees, Legislative",0,None,HB0452,False,House Political Subdivisions Committee; Senate Economic Development and Workforce Services Committee,None,House,,RAYP,2016,2016GS
HB0453,Bail Bond Recovery Act Amendments,ODAC,None,FILLML,House/ filed,House file for bills not passed,Courts; Offenses; Law Enforcement and Criminal Justice,0,None,HB0453S01,False,House Business and Labor Committee,None,House,,ODAC,2016,2016GS
HB0454,Educator Rights Amendments,STRATKJ,None,,House/ filed,House file for bills not passed,Education; Public Education,0,None,HB0454,False,House Education Committee,None,House,,STRATKJ,2016,2016GS
HB0455,Health Modifications,HAWKETD,None,SHIOZBE,Governor Signed,Lieutenant Governor's office for filing,Health,0,None,HB0455,False,House Economic Development and Workforce Services Committee,None,House,,HAWKETD,2016,2016GS
HB0456,Educator Ethics Training,BRISCJK,None,,House/ filed,House file for bills not passed,Education; Public Education; School Personnel; State Board of Education,0,None,HB0456,False,,"This bill appropriates:<hr><ltbullet>to the State Board of Education - State Office of Education - Initiative Programs, as a one-time appropriation:<hr><ltbullet1>from the Education Fund, $400,000.",House,,BRISCJK,2016,2016GS
